county,city,state,zipCode,georeference,streetName,streetNumber
Suffolk,SAINT JAMES,NY,11780,POINT (-73.15377 40.91151),HARBOR RD,169
Kings,BROOKLYN,NY,11220,POINT (-74.00348 40.64477),7TH AVENUE,4524
Erie,BUFFALO,NY,14216,POINT (-78.85065 42.94767),HERTEL AVE,1547
Oneida,CLINTON,NY,13323,POINT (-75.38404 43.05111),ELM ST,28
Steuben,WOODHULL,NY,14898,POINT (-77.40909 42.07994),MAIN ST,1613
Dutchess,FISHKILL,NY,12524,POINT (-73.87575 41.5437),RT 52,1528
Monroe,ROCHESTER,NY,14625,POINT (-77.48743 43.13074),PENFIELD RD,1694
Onondaga,SYRACUSE,NY,13207,POINT (-76.16122 43.01834),VALLEY DR,101
Queens,FLUSHING,NY,11355,POINT (-73.82857 40.74719),BOOTH MEMORIAL AVENUE,136-10B
Oswego,FULTON,NY,13069,POINT (-76.38735 43.33446),STATE RT 3,2640
Queens,JAMAICA,NY,11435,POINT (-73.80757 40.69519),101 AVENUE,143-20
Oswego,OSWEGO,NY,13126,POINT (-76.52441 43.45377),WEST BRIDGE ST,174
Broome,BINGHAMTON,NY,13901,POINT (-75.90999 42.10084),HENRY STREET,56
Steuben,BATH,NY,14810,POINT (-77.33297 42.33837),W MORRIS ST,349-353
Kings,BROOKLYN,NY,11223,POINT (-73.96114 40.59768),CONEY ISLAND AVENUE,2424
Bronx,BRONX,NY,10456,POINT (-73.90977 40.83425),E 169TH STREET,388
Suffolk,WEST ISLIP,NY,11795,POINT (-73.29392 40.71036),UNION BLVD,616
New York,NEW YORK,NY,10002,POINT (-73.98311 40.71487),GRAND ST,500
Queens,REGO PARK,NY,11374,POINT (-73.86098 40.72984),QUEENS BLVD,97-07
Westchester,DOBBS FERRY,NY,10522,POINT (-73.87039 41.01506),CEDAR STREET,3
Richmond,STATEN ISLAND,NY,10314,POINT (-74.16383 40.59203),RICHMOND AVE,2271
Yates,PENN YAN,NY,14527,POINT (-77.05576 42.66026),ELM ST,138
Kings,BROOKLYN,NY,11235,POINT (-73.96467 40.58094),NEPTUNE AVE,311-313
Bronx,BRONX,NY,10457,POINT (-73.9065 40.84643),MONROE AVE,1785
Richmond,STATEN ISLAND,NY,10304,POINT (-74.10198 40.58885),RICHMOND RD,1696
Rockland,SPRING VALLEY,NY,10977,POINT (-74.04466 41.11289),N MAIN ST,22
Tioga,OWEGO,NY,13827,POINT (-76.26328 42.10478),NORTH AVE,88
Kings,BROOKLYN,NY,11206,POINT (-73.93834 40.70061),BEAVER ST,25
Chemung,ELMIRA,NY,14905,POINT (-76.85778 42.08124),W WATER ST,1806
Onondaga,SYRACUSE,NY,13212,POINT (-76.12982 43.13512),SOUTH MAIN STREET,102
Kings,BROOKLYN,NY,11224,POINT (-73.99579 40.57279),SURF AVE,2925
Bronx,BRONX,NY,10454,POINT (-73.91891 40.80808),BROOK AVE  STORE 8&9,245
Bronx,BRONX,NY,10459,POINT (-73.89287 40.81957),SOUTHERN BLVD,901
Kings,BROOKLYN,NY,11220,POINT (-74.01475 40.64085),5TH AVE,5717
Westchester,YONKERS,NY,10701,POINT (-73.89704 40.93304),NEW MAIN ST,125
Jefferson,WATERTOWN,NY,13601,POINT (-75.94303 43.97657),ARSENAL ST,1222
New York,NEW YORK,NY,10020,POINT (-73.97912 40.75825),ROCKEFELLER PLAZA STE 900,10
Bronx,BRONX,NY,10460,POINT (-73.88499 40.84625),E 180TH ST,820
Wayne,MACEDON,NY,14502,POINT (-77.29698 43.06976),E MAIN ST,123
New York,NEW YORK,NY,10033,POINT (-73.93755 40.85535),W 187TH ST,814
Saratoga,CLIFTON PARK,NY,12065,POINT (-73.7703 42.85991),CROSSING BLVD. STE E,54
Bronx,BRONX,NY,10453,POINT (-73.9038 40.85855),JEROME AVE,2276
New York,NEW YORK,NY,10032,POINT (-73.93965 40.83613),AMSTERDAM AVE,2067
Erie,CLARENCE,NY,14031,POINT (-78.63787 42.97182),MAIN ST,9440
Nassau,GREAT NECK,NY,11021,POINT (-73.72636 40.78696),S STATION PLAZA,10
Kings,BROOKLYN,NY,11217,POINT (-73.98777 40.68261),BOND ST,225
Cattaraugus,SALAMANCA,NY,14779,POINT (-78.71624 42.1551),BROAD ST,9
Westchester,MAMARONECK,NY,10543,POINT (-73.72619 40.95266),E BOSTON POST RD,708
Kings,BROOKLYN,NY,11229,POINT (-73.95104 40.59942),AVENUE U,2002
Bronx,BRONX,NY,10463,POINT (-73.89796 40.8826),FORT INDEPENDENCE ST,3504
Erie,BUFFALO,NY,14213,POINT (-78.88926 42.9287),GRANT ST,540
New York,NEW YORK,NY,10016,POINT (-73.98007 40.74305),3RD AVE,425
Jefferson,WATERTOWN,NY,13601,POINT (-75.90754 43.97946),W MAIN ST,113
Nassau,SEAFORD,NY,11783,POINT (-73.48486 40.69069),JERUSALEM AVE,4008A
Queens,OZONE PARK,NY,11416,POINT (-73.84069 40.69041),ATLANTIC AVE,104-10
Kings,BROOKLYN,NY,11220,POINT (-74.00873 40.65352),3RD AVE,3918
Kings,BROOKLYN,NY,11201,POINT (-73.98172 40.69326),FLEET PLACE,81
New York,NEW YORK,NY,10029,POINT (-73.94374 40.79884),PARK AVENUE,1626
Westchester,BRIARCLIFF MANOR,NY,10510,POINT (-73.83053 41.15039),PLEASANTVILLE RD,1168
Nassau,HICKSVILLE,NY,11801,POINT (-73.51875 40.75018),JERUSALEM AVE.,413
Queens,ASTORIA,NY,11102,POINT (-73.9211 40.76675),30TH AVENUE,31-04
New York,NEW YORK,NY,10009,POINT (-73.98008 40.73028),E 14TH ST,500
Westchester,CROSS RIVER,NY,10518,POINT (-73.6064 41.26982),N. SALEM ROAD,20
Chenango,NORWICH,NY,13815,POINT (-75.52501 42.54527),STATE HWY 12,6066
Dutchess,POUGHKEEPSIE,NY,12601,POINT (-73.93233 41.72688),NORTH RD,3480
Kings,BROOKLYN,NY,11237,POINT (-73.92452 40.7023),KNICKERBOCKER AVE,268
Rensselaer,TROY,NY,12180,POINT (-73.68249 42.75192),RIVER ST,867
Nassau,W HEMPSTEAD,NY,11552,POINT (-73.663392 40.707111),HEMPSTEAD TPKE,621
Niagara,LEWISTON,NY,14092,POINT (-79.03484 43.17189),PORTAGE RD,105
Monroe,CHURCHVILLE,NY,14428,POINT (-77.89866 43.09946),W BUFFALO RD,7135
New York,NEW YORK,NY,10027,POINT (-73.9472 40.81037),ADAM CLAYTON POWELL JR,2143
Kings,BROOKLYN,NY,11220,POINT (-74.00346 40.64134),8TH AVE,4913
Erie,BUFFALO,NY,14214,POINT (-78.84805 42.93098),MAIN ST,2248
Yates,PENN YAN,NY,14527,POINT (-77.09552 42.55249),EAST LAKE RD,823
Richmond,STATEN ISLAND,NY,10306,POINT (-74.113 40.56714),HYLAN BLVD,2656
Genesee,LE ROY,NY,14482,POINT (-78.00357 42.97799),W MAIN ST,110
Bronx,BRONX,NY,10467,POINT (-73.87931 40.87411),BAINBRIDGE AVE,3113
Orange,PORT JERVIS,NY,12771,POINT (-74.68826 41.36909),JERSEY AVE,111
Rockland,NYACK,NY,10960,POINT (-73.9364 41.09449),ROUTE 59,53
New York,NEW YORK,NY,10035,POINT (-73.93868 40.80265),LEXINGTON AVE,2006
Richmond,STATEN ISLAND,NY,10302,POINT (-74.13734 40.63257),PORT RICHMOND AVE,387
Bronx,BRONX,NY,10454,POINT (-73.91415 40.80331),BRUCKNER BLVD,178
Bronx,BRONX,NY,10459,POINT (-73.89192 40.82794),SOUTHERN BLVD,1158
Delaware,SIDNEY,NY,13838,POINT (-75.40896 42.29896),MANG DR,3
Greene,CAIRO,NY,12413,POINT (-73.98951 42.29362),MAIN ST,223
Orange,MIDDLETOWN,NY,10940,POINT (-74.41565 41.51954),BLOOMINGBURG RD,279
Bronx,BRONX,NY,10466,POINT (-73.85817 40.89196),WHITE PLAINS RD,4148
Suffolk,HAUPPAUGE,NY,11788,POINT (-73.23116 40.80766),EXPRESSWAY DR SO,1684
Suffolk,DEER PARK,NY,11729,POINT (-73.31074 40.76693),COMMACK RD,520
Ulster,NAPANOCH,NY,12458,POINT (-74.37061 41.74075),RT 209,7500
Queens,FLUSHING,NY,11355,POINT (-73.81914 40.75064),KISSENA BLVD,45-74B
Rensselaer,TROY,NY,12180,POINT (-73.69664 42.70452),BURDEN AVE,800
Suffolk,YAPHANK,NY,11980,POINT (-72.9316 40.83163),LONG ISLAND AVE,142
Albany,ALBANY,NY,12208,POINT (-73.80339 42.65714),NEW SCOTLAND AVE,613
Bronx,BRONX,NY,10469,POINT (-73.85847 40.86305),MACE AVE,1005
New York,NEW YORK,NY,10002,POINT (-73.98935 40.71128),CHERRY ST,265
Bronx,BRONX,NY,10472,POINT (-73.86914 40.83259),EAST 172ND STREET,1741
Kings,BROOKLYN,NY,11220,POINT (-74.00755 40.64775),5TH AVE,4504
Albany,COHOES,NY,12047,POINT (-73.70275 42.7742),ONTARIO ST,308
Queens,FLUSHING,NY,11367,POINT (-73.82108 40.72496),MAIN ST,72-68
Kings,BROOKLYN,NY,11231,POINT (-73.99626 40.68157),COURT ST,370
Suffolk,BAY SHORE,NY,11706,POINT (-73.27915 40.73342),BAYSHORE RD,236
Warren,WARRENSBURG,NY,12885,POINT (-73.77326 43.49536),MAIN ST,3834
Kings,BROOKLYN,NY,11237,POINT (-73.91152 40.69863),RIDGEWOOD PL,17-59
Suffolk,RONKONKOMA,NY,11779,POINT (-73.08143 40.83244),PORTION RD,729
Dutchess,POUGHKEEPSIE,NY,12601,POINT (-73.92579 41.70658),GARDEN ST,75
New York,NEW YORK,NY,10019,POINT (-73.98705 40.76609),9TH AVE,817
New York,NEW YORK,NY,10037,POINT (-73.94203 40.8124),LENOX AVE,448
Kings,BROOKLYN,NY,11219,POINT (-73.99481 40.636),NEW UTRECHT AVE,4928
Orange,MIDDLETOWN,NY,10941,POINT (-74.40189 41.49441),ROUTE 302,2543
Kings,BROOKLYN,NY,11238,POINT (-73.96445 40.68296),FULTON ST,910
Washington,MIDDLE GRANVILLE,NY,12849,POINT (-73.28243 43.4328),CO RD 24,1409
Oswego,HANNIBAL,NY,13074,POINT (-76.57273 43.32203),FULTON ST,409
Westchester,YONKERS,NY,10710,POINT (-73.84385 40.95276),CENTRAL PK AVE,1573
Albany,ALBANY,NY,12205,POINT (-73.87015 42.75106),CENTRAL AVENUE,2071
Richmond,STATEN ISLAND,NY,10304,POINT (-74.0825 40.62368),BROAD ST,231
Putnam,BREWSTER,NY,10509,POINT (-73.57761 41.42442),ROUTE 22,1565
New York,NEW YORK,NY,10027,POINT (-73.95605 40.81364),AMSTERDAM AVE,1345
Kings,BROOKLYN,NY,11231,POINT (-73.99518 40.68384),COURT ST,304
Otsego,COOPERSTOWN,NY,13326,POINT (-74.96292 42.64985),COMMONS DRIVE SUITE 13,12
Erie,ALDEN,NY,14004,POINT (-78.5302 42.9388),WALDEN AVE,12300
Monroe,PITTSFORD,NY,14534,POINT (-77.51309 43.09233),SCHOEN PL,10
Bronx,BRONX,NY,10466,POINT (-73.85464 40.89805),WHITE PLAINS ROAD,4384
Suffolk,DEER PARK,NY,11729,POINT (-73.32183 40.76352),LONG ISLAND AVE,848
Queens,OZONE PARK,NY,11417,POINT (-73.8393 40.68081),101 ST,104-16
Saratoga,BALLSTON SPA,NY,12020,POINT (-73.83157 42.9717),RT 67,801
Erie,HAMBURG,NY,14075,POINT (-78.81285 42.7682),MCKINLEY PKWY,4250
Wayne,LYONS,NY,14489,POINT (-76.99284 43.05976),FORGHAM ST,1
Suffolk,BLUE POINT,NY,11715,POINT (-73.03869 40.75326),MONTAUK HWY,49
Kings,BROOKLYN,NY,11210,POINT (-73.93744 40.63462),GLENWOOD RD,4023
Warren,CHESTERTOWN,NY,12817,POINT (-73.77636 43.67108),DIXON RD,40
New York,NEW YORK,NY,10032,POINT (-73.93855 40.84456),W 173RD STREET,615
Oneida,REMSEN,NY,13438,POINT (-75.09751 43.33748),STATE RT 365,12034
New York,NEW YORK,NY,10028,POINT (-73.9547 40.77784),3RD AVE,1498
Putnam,COLD SPRING,NY,10516,POINT (-73.86795 41.45306),GLYNWOOD RD,362
Oneida,UTICA,NY,13502,POINT (-75.21918 43.10918),N GENESEE ST,148
Kings,BROOKLYN,NY,11232,POINT (-73.99762 40.65931),26TH STREET,220
Suffolk,SELDEN,NY,11784,POINT (-73.0529 40.88826),BOYLE RD,355
Bronx,BRONX,NY,10463,POINT (-73.90413 40.87002),WEST KINGSBRIDGE RD,150
Rensselaer,HOOSICK FALLS,NY,12090,POINT (-73.35195 42.89667),RIVER ST,2
Queens,GLEN OAKS,NY,11004,POINT (-73.71484 40.74555),UNION TPIKE,256-09C
Montgomery,FORT JOHNSON,NY,12070,POINT (-74.23134 42.9567),E MAIN ST,19
Suffolk,BRENTWOOD,NY,11717,POINT (-73.26109 40.7805),WICKS RD,92
Suffolk,PORT JEFFERSON STA,NY,11776,POINT (-73.05236 40.93081),RT 112,500
New York,NEW YORK,NY,10017,POINT (-73.41042 40.65801),GRAND CENTRAL TERM,308
Queens,JAMAICA,NY,11434,POINT (-73.79055 40.67649),SUTPHIN BLVD,122-03
Nassau,WESTBURY,NY,11590,POINT (-73.58785 40.75618),POST AVE,210
Dutchess,POUGHKEEPSIE,NY,12601,POINT (-73.93195 41.70692),MILL STREET,195
Chautauqua,JAMESTOWN,NY,14701,POINT (-79.24144 42.10117),N MAIN ST,811
Nassau,MINEOLA,NY,11501,POINT (-73.6387 40.74996),JERICHO TPKE,91
Suffolk,FARMINGVILLE,NY,11738,POINT (-73.02695 40.83087),HORSEBLOCK RD,864
Wayne,WILLIAMSON,NY,14589,POINT (-77.18651 43.23285),ROUTE 104,4089
Kings,BROOKLYN,NY,11238,POINT (-73.95568 40.68131),FRANKLIN AVE,511
Kings,BROOKLYN,NY,11212,POINT (-73.92494 40.66079),WINTHROP STREET,1044
Queens,RIDGEWOOD,NY,11385,POINT (-73.89809 40.70853),FRESH POND ROAD,6620
Franklin,MALONE,NY,12953,POINT (-74.3364 44.84696),STATE RTE 11,3140
Bronx,BRONX,NY,10472,POINT (-73.86829 40.83272),EAST 172ND STREET STORE 1,1760
Onondaga,SYRACUSE,NY,13208,POINT (-76.14664 43.06004),BUTTERNUT ST,601
Steuben,PAINTED POST,NY,14870,POINT (-77.10797 42.14817),S HAMILTON ST,302
Queens,QUEENS VILLAGE,NY,11427,POINT (-73.74436 40.72872),39 89TH AVE,219
Niagara,YOUNGSTOWN,NY,14174,POINT (-79.04695 43.25034),LOCKPORT STREET,230
Suffolk,LAKE GROVE,NY,11755,POINT (-73.1256 40.8639),NEW MORICHES RD,120
Orange,MIDDLETOWN,NY,10940,POINT (-74.38288 41.47186),TOWER DR,333
New York,NEW YORK,NY,10036,POINT (-73.99308 40.76291),10TH AVE,689
Kings,BROOKLYN,NY,11215,POINT (-73.98052 40.66021),PROSPECT PARK W,219
Kings,BROOKLYN,NY,11234,POINT (-73.92692 40.62136),AVENUE M,5002
New York,NEW YORK,NY,10033,POINT (-73.93505 40.84503),AUDUBON AVE,202-204
Fulton,GLOVERSVILLE,NY,12078,POINT (-74.34415 43.05249),N MAIN STREET,78
Queens,FLUSHING,NY,11367,POINT (-73.81512 40.72984),KISSENA BLVD,70-80
Kings,BROOKLYN,NY,11234,POINT (-73.92692 40.62136),AVENUE M,5002
Allegany,ANDOVER,NY,14806,POINT (-77.7916 42.15455),E CHESTNUT ST,46
Suffolk,HUNTINGTON STATION,NY,11746,POINT (-73.40717 40.85451),BROADWAY,137
Queens,JAMAICA,NY,11434,POINT (-73.76419 40.67235),FARMERS BLVD,13802
Queens,SOUTH RICHMOND HIL,NY,11419,POINT (-73.82332 40.68656),LIBERTY AVE,120-01
Monroe,ROCHESTER,NY,14622,POINT (-77.55134 43.20461),E RIDGE RD,2468
Kings,BROOKLYN,NY,11234,POINT (-73.92815 40.63076),UTICA AVE,1701
Suffolk,WAINSCOTT,NY,11975,POINT (-72.24468 40.94859),MONTAUK HWY,346
Kings,BROOKLYN,NY,11211,POINT (-73.93862 40.7146),METROPOLITAN AVE,909
Chautauqua,SHERMAN,NY,14781,POINT (-79.59491 42.15611),OSBORNE ST,112
Delaware,DELHI,NY,13753,POINT (-74.92216 42.26845),MAIN ST,3
Suffolk,HAMPTON BAYS,NY,11946,POINT (-72.5247 40.87769),W MONTAUK HWY,39
Richmond,STATEN ISLAND,NY,10305,POINT (-74.06893 40.59395),SAND LN,239
Sullivan,ROSCOE,NY,12776,POINT (-74.91349 41.9322),STEWART AVE,45
Queens,ASTORIA,NY,11103,POINT (-73.91687 40.75797),BROADWAY,42-16
Lewis,COPENHAGEN,NY,13626,POINT (-75.82038 43.81998),CTY RT 177,279
Cattaraugus,GREAT VALLEY,NY,14741,POINT (-78.57252 42.24966),SUGARTOWN RD,4844
Kings,BROOKLYN,NY,11215,POINT (-73.98328 40.67719),4TH AVENUE,230
Kings,BROOKLYN,NY,11215,POINT (-73.98335 40.66476),7TH AVE,400
Kings,BROOKLYN,NY,11204,POINT (-73.9851 40.63142),16TH AVE,4807
New York,NEW YORK,NY,10032,POINT (-73.93912 40.84353),1/2 BROADWAY,4067
Westchester,OSSINING,NY,10562,POINT (-73.86373 41.16006),SPRING STREET,31
Richmond,STATEN ISLAND,NY,10309,POINT (-74.23191 40.51721),AMBOY RD,6937
Queens,LONG ISLAND CITY,NY,11101,POINT (-73.9553 40.74222),51ST AVE,535
Kings,BROOKLYN,NY,11235,POINT (-73.95584 40.57769),BRIGHTON BEACH AVE,1133
New York,NEW YORK,NY,10034,POINT (-73.92467 40.86645),BROADWAY,4844
Queens,REGO PARK,NY,11374,POINT (-73.86098 40.72942),QUEENS BLVD,96-50
Bronx,BRONX,NY,10458,POINT (-73.88307 40.85375),E 187TH ST,732
Suffolk,LINDENHURST,NY,11757,POINT (-73.37588 40.70229),N GREENE AVE,849
Queens,BROAD CHANNEL,NY,11693,POINT (-73.81957 40.60613),CROSS BAY BLVD,913
Bronx,BRONX,NY,10467,POINT (-73.87937 40.87445),BAINBRIDGE AVE,3125
New York,NEW YORK,NY,10017,POINT (-73.97756 40.75212),GRAND CENTRAL TERMINAL,73
Queens,BELLEROSE,NY,11426,POINT (-73.72667 40.72634),BRADDOCK AVE,241-17
Kings,BROOKLYN,NY,11232,POINT (-74.00649 40.65242),4TH AVENUE,3910
Erie,WEST SENECA,NY,14224,POINT (-78.75333 42.82653),UNION RD,944
Kings,BROOKLYN,NY,11219,POINT (-73.99014 40.63691),13TH AVE  4517,4515
Richmond,STATEN ISLAND,NY,10306,POINT (-74.13618 40.57304),RICHMOND ROAD,3459
Nassau,PLAINVIEW,NY,11803,POINT (-73.45574 40.7785),OLD COUNTRY ROAD,1431
Bronx,BRONX,NY,10472,POINT (-73.87892 40.82861),WESTCHESTER AVE,1521
Kings,BROOKLYN,NY,11223,POINT (-73.97969 40.60512),KINGS HWY,292
Franklin,TUPPER LAKE,NY,12986,POINT (-74.46424 44.22389),PARK ST,124
Bronx,BRONX,NY,10466,POINT (-73.8426 40.88867),E 233RD ST,1220
New York,NEW YORK,NY,10031,POINT (-73.94364 40.82556),ST NICHOLAS AVE,748
Kings,BROOKLYN,NY,11204,POINT (-73.98852 40.62077),18TH AVE,6201
Westchester,NEW ROCHELLE,NY,10801,POINT (-73.78054 40.90907),MAIN ST,482
Suffolk,BRIDGEHAMPTON,NY,11932,POINT (-72.31744 40.93342),MONTAUK HWY PO BOX 70,2044
Kings,BROOKLYN,NY,11238,POINT (-73.96163 40.6806),ATLANTIC AVE,941
New York,NEW YORK,NY,10017,POINT (-73.97989 40.75197),MADISON AVE,293
Kings,BROOKLYN,NY,11222,POINT (-73.95145 40.72495),MANHATTAN AVE,679
Kings,BROOKLYN,NY,11236,POINT (-73.89715 40.6485),GLENWOOD ROAD,10321
Queens,WOODHAVEN,NY,11421,POINT (-73.8592 40.69285),85TH ST,86-30
Erie,BUFFALO,NY,14212,POINT (-78.83239 42.89982),SYCAMORE ST,1064
Rockland,PEARL RIVER,NY,10965,POINT (-74.01244 41.06692),N MIDDLETOWN ROAD,191
Tompkins,NEWFIELD,NY,14867,POINT (-76.56791 42.35156),SHAFFER RD,345
Westchester,MOUNT VERNON,NY,10550,POINT (-73.83726 40.91262),GRAMATAN AVE,13
Orange,CHESTER,NY,10918,POINT (-74.28477 41.35792),BRROKSIDE AVENUE,89
Kings,BROOKLYN,NY,11234,POINT (-73.92085 40.60849),KINGS PLAZA MALL 2ND FL  34,5100
Suffolk,JAMESPORT,NY,11947,POINT (-72.5617 40.96826),MAIN RD,1566
Bronx,BRONX,NY,10467,POINT (-73.88284 40.88133),JEROME AVE,3430
Erie,LACKAWANNA,NY,14218,POINT (-78.82402 42.81629),S PARK AVE,3071-3085
Kings,BROOKLYN,NY,11221,POINT (-73.9098 40.69393),KNICKERBOCKER AVE,728
Erie,AMHERST,NY,14221,POINT (-78.75386 42.9496),WEHRLE DR,804
Bronx,BRONX,NY,10452,POINT (-73.92231 40.84202),NELSON AVENUE,1386
Rensselaer,TROY,NY,12180,POINT (-73.68253 42.74887),RIVER ST,773
Kings,BROOKLYN,NY,11219,POINT (-73.99434 40.64003),NEW UTRECHT AVE,4421
Nassau,SEAFORD,NY,11783,POINT (-73.48499 40.68205),WASHINGTON AVE,1694
Warren,GLENS FALLS,NY,12801,POINT (-73.662 43.30283),BROAD ST,202
Kings,BROOKLYN,NY,11228,POINT (-74.01194 40.61596),13TH AVE,8218
Warren,GLENS FALLS,NY,12801,POINT (-73.66039 43.30349),BROAD ST,175
Queens,JAMAICA,NY,11432,POINT (-73.78306 40.71283),HILLSIDE AVE,179-40
Essex,KEENE,NY,12942,POINT (-73.78705 44.25254),US RTE 9N,10861
Bronx,BRONX,NY,10475,POINT (-73.83112 40.88474),BOSTON RD,4028
Kings,BROOKLYN,NY,11233,POINT (-73.91302 40.67844),SOMERS STREET,3
Kings,BROOKLYN,NY,11207,POINT (-73.88698 40.67727),ATLANTIC AVE,2904
New York,NEW YORK,NY,10039,POINT (-73.93891 40.82697),FREDERICK DOUGLASS BLVD,2843
Suffolk,EAST NORTHPORT,NY,11731,POINT (-73.31897 40.83971),JERICHO TPKE,3126
Kings,BROOKLYN,NY,11218,POINT (-73.97925 40.63613),DAHILL RD,473
Kings,BROOKLYN,NY,11211,POINT (-73.95699 40.71281),GRAND ST,307
New York,NEW YORK,NY,10001,POINT (-73.9967 40.74773),8TH AVE,338
Erie,WEST SENECA,NY,14224,POINT (-78.72152 42.81127),SOUTHWESTERN BLVD,1100
Bronx,BRONX,NY,10451,POINT (-73.92265 40.81763),MORRIS AVE,554
Greene,LEEDS,NY,12451,POINT (-73.88633 42.24389),RT 23B PO BOX 119,375
New York,NEW YORK,NY,10065,POINT (-73.96688 40.76401),LEXINGTON AVE,802
St. Lawrence,OGDENSBURG,NY,13669,POINT (-75.48727 44.7),FORD ST,703
Queens,SUNNYSIDE,NY,11104,POINT (-73.91938 40.74341),QUEENS BLVD,45-03
Kings,BROOKLYN,NY,11211,POINT (-73.94489 40.71762),GRAHAM AVE,426
Kings,BROOKLYN,NY,11215,POINT (-73.98475 40.66307),7TH AVE,445
Bronx,BRONX,NY,10456,POINT (-73.90862 40.82426),3RD AVE,3251
Erie,AMHERST,NY,14226,POINT (-78.78386 42.9773),HARLEM RD,4968
Westchester,MOUNT KISCO,NY,10549,POINT (-73.73267 41.19176),LEXINGTON AVE,477
Bronx,BRONX,NY,10461,POINT (-73.83113 40.84744),BUHRE AVENUE,3035
Bronx,BRONX,NY,10452,POINT (-73.93018 40.83152),OGDEN AVE,949
Monroe,ROCHESTER,NY,14623,POINT (-77.64483 43.07304),WEST HENRIETTA RD,3995
Nassau,WANTAGH,NY,11793,POINT (-73.50186 40.6656),MERRICK RD PARK PLAZA,3491
Kings,BROOKLYN,NY,11214,POINT (-74.00125 40.60125),BATH AVE,2001
Saratoga,SOUTH GLENS FALLS,NY,12803,POINT (-73.63796 43.3021),MAIN ST,63
Nassau,EAST MEADOW,NY,11554,POINT (-73.55943 40.71448),EAST MEADOW AVE.,391
Suffolk,HUNTINGTON,NY,11743,POINT (-73.4248 40.87434),NEW YORK AVENUE,243
Richmond,STATEN ISLAND,NY,10304,POINT (-74.08478 40.61632),TARGEE ST,438
Queens,EAST ELMHURST,NY,11369,POINT (-73.87737 40.76014),31ST AVE,91-05
Suffolk,HUNTINGTON,NY,11743,POINT (-73.4272 40.87366),WALL ST,60
Nassau,ELMONT,NY,11003,POINT (-73.69578 40.70709),HEMPSTEAD TPKE,1483
New York,NEW YORK,NY,10029,POINT (-73.94374 40.79884),PARK AVENUE,1626
Onondaga,LAFAYETTE,NY,13084,POINT (-76.10551 42.8932),RTE 11,2512
Queens,FAR ROCKAWAY,NY,11693,POINT (-73.81457 40.58681),ROCKAWAY BEACH BLVD,90-17
Ulster,SAUGERTIES,NY,12477,POINT (-73.95303 42.07763),MAIN STREET,249
Kings,BROOKLYN,NY,11229,POINT (-73.96048 40.60786),KINGS HWY,1214
Suffolk,BELLPORT,NY,11713,POINT (-72.93974 40.757),S COUNTRY RD,118
Kings,BROOKLYN,NY,11218,POINT (-73.97542 40.65156),GREENWOOD AVE,607
Suffolk,PATCHOGUE,NY,11772,POINT (-72.9898 40.76889),MONTAUK HWY,655
Kings,BROOKLYN,NY,11218,POINT (-73.97869 40.64311),CHURCH AVE,121
Kings,BROOKLYN,NY,11206,POINT (-73.94162 40.70385),MOORE STREET,101
Chautauqua,JAMESTOWN,NY,14701,POINT (-79.24966 42.14053),MOON RD,2929
Bronx,BRONX,NY,10467,POINT (-73.86743 40.86341),WHITE PLAINS RD,2500
Kings,BROOKLYN,NY,11212,POINT (-73.91629 40.65905),E 98TH ST,375
Nassau,LOCUST VALLEY,NY,11560,POINT (-73.60809 40.87472),FOREST AVE,320
Clinton,CADYVILLE,NY,12918,POINT (-73.62277 44.70306),STATE RT 3,1945
Kings,BROOKLYN,NY,11220,POINT (-74.0088 40.63619),8TH AVE FL 1,5822
Nassau,BALDWIN,NY,11510,POINT (-73.60553 40.6403),ATLANTIC AVE,985
St. Lawrence,WADDINGTON,NY,13694,POINT (-75.18927 44.83774),STATE HWY 345,3345
Kings,BROOKLYN,NY,11233,POINT (-73.9107 40.67828),FULTON STREET,2059
New York,NEW YORK,NY,10118,POINT (-73.98462 40.74836),FIFTH AVE,350
Queens,QUEENS VILLAGE,NY,11429,POINT (-73.73681 40.71361),HEMPSTEAD AVE,218-35
Suffolk,WEST BABYLON,NY,11704,POINT (-73.38061 40.71621),STRAIGHT PATH,550
Monroe,ROCHESTER,NY,14611,POINT (-77.63681 43.12934),GENESEE ST,1057
Kings,BROOKLYN,NY,11208,POINT (-73.88217 40.68073),FULTON ST,3051
Nassau,HEMPSTEAD,NY,11550,POINT (-73.62674 40.70826),N FRANKLIN ST,76
Richmond,STATEN ISLAND,NY,10303,POINT (-74.15669 40.63686),RICHMOND TERRACE,2894
Monroe,ROCHESTER,NY,14616,POINT (-77.64244 43.22264),STONE RD,550
Kings,BROOKLYN,NY,11201,POINT (-73.97845 40.68986),DEKALB AVE,106
Kings,BROOKLYN,NY,11231,POINT (-74.00505 40.67615),HICKS STREET,783
Clinton,PLATTSBURGH,NY,12901,POINT (-73.48409 44.65181),ARCHIE BORDEAU RD,1
Herkimer,DOLGEVILLE,NY,13329,POINT (-74.78549 43.09374),STATE ROUTE 167,6371
Orleans,MEDINA,NY,14103,POINT (-78.38808 43.20789),SOUTH MAIN STREET,1422
Rockland,NANUET,NY,10954,POINT (-74.00024 41.09248),E RT 59,275
Kings,BROOKLYN,NY,11232,POINT (-74.00475 40.65045),5TH AVENUE,4011
Westchester,TARRYTOWN,NY,10591,POINT (-73.85832 41.07627),S BROADWAY,1
