county,city,state,zipCode,georeference,streetName,streetNumber
Queens,JAMAICA,NY,11435,POINT (-73.79404 40.68648),SUTPHIN BLVD,113-16
Westchester,ARDSLEY,NY,10502,POINT (-73.84629 41.01308),SAW MILL RIVER RD,730
Westchester,SCARSDALE,NY,10583,POINT (-73.82199 40.99098),CENTRAL AVE,955
Kings,BROOKLYN,NY,11207,POINT (-73.88668 40.66465),NEW LOTS AVENUE,608
Montgomery,ST JOHNSVILLE,NY,13452,POINT (-74.6815 42.99914),W MAIN ST,52
Bronx,BRONX,NY,10460,POINT (-73.88967 40.83626),BOSTON RD.,1665
Onondaga,CAMILLUS,NY,13031,POINT (-76.27221 43.04116),W GENESEE ST,5335
New York,NEW YORK,NY,10012,POINT (-73.99728 40.72239),SPRING ST,63
Westchester,RYE,NY,10580,POINT (-73.68086 40.96587),FOREST AVE,488
Queens,BELLEROSE,NY,11426,POINT (-73.72166 40.74253),UNION TPKE,248-13
Kings,BROOKLYN,NY,11208,POINT (-73.87734 40.68217),FULTON ST,3185
Sullivan,HURLEYVILLE,NY,12747,POINT (-74.67412 41.73561),MAIN ST,210
Bronx,BRONX,NY,10463,POINT (-73.90509 40.87855),BROADWAY,5555
Otsego,MARYLAND,NY,12116,POINT (-74.89044 42.53598),STATE HWY 7,7487
Queens,WOODSIDE,NY,11377,POINT (-73.91973 40.74123),47TH AVE,45-01
Suffolk,COMMACK,NY,11725,POINT (-73.28682 40.80758),GARRET PLACE,10
Kings,BROOKLYN,NY,11204,POINT (-73.97385 40.60872),AVENUE P,370
Kings,BROOKLYN,NY,11216,POINT (-73.95451 40.68639),BEDFORD AVE,1091
Kings,BROOKLYN,NY,11229,POINT (-73.95953 40.60822),KINGS HIGHWAY,1314
Broome,ENDWELL,NY,13760,POINT (-76.02354 42.11066),WATSON BLVD,3117
Bronx,BRONX,NY,10456,POINT (-73.89986 40.8309),E 169TH STREET,761
Kings,BROOKLYN,NY,11223,POINT (-73.97421 40.6044),KINGS HWY,432
New York,NEW YORK,NY,10032,POINT (-73.94084 40.83448),AMSTERDAM AVE,2011C
Wayne,WALWORTH,NY,14568,POINT (-77.27966 43.13919),WALWORTH-PENFIELD RD,2080
Nassau,FARMINGDALE,NY,11735,POINT (-73.46359 40.72928),HEMPSTEAD TPKE,4000
Wayne,MARION,NY,14505,POINT (-77.19648 43.13411),PALMYRA RD,3563
Ulster,NEW PALTZ,NY,12561,POINT (-74.10948 41.74492),RT 299 W,15
Oneida,UTICA,NY,13501,POINT (-75.22166 43.09947),BLEEKER ST,501
Kings,BROOKLYN,NY,11249,POINT (-73.95964 40.71605),BEDFORD AVE,238
New York,NEW YORK,NY,10011,POINT (-74.00453 40.74216),9TH AVE,75
Erie,LANCASTER,NY,14086,POINT (-78.68351 42.89246),COMO PARK BLVD,1825
Bronx,BRONX,NY,10454,POINT (-73.92084 40.80316),E 132ND ST,500
Suffolk,PATCHOGUE,NY,11772,POINT (-73.00731 40.76996),MEDFORD AVENUE,113-07
Nassau,GLEN COVE,NY,11542,POINT (-73.61957 40.87407),FOREST AVE,177
Nassau,OCEANSIDE,NY,11572,POINT (-73.63987 40.64323),LONG BEACH ROAD,2806
Bronx,BRONX,NY,10463,POINT (-73.90597 40.87951),W 231ST ST,234
New York,NEW YORK,NY,10027,POINT (-73.94371 40.8101),MALCOLM X BLVD,370
Tompkins,ITHACA,NY,14850,POINT (-76.48911 42.48592),GRAHAM RD WEST,40
Richmond,STATEN ISLAND,NY,10314,POINT (-74.13514 40.59446),BRIELLE AVE,460
New York,NEW YORK,NY,10016,POINT (-73.98235 40.7428),LEXINGTON AVE,121
Herkimer,HERKIMER,NY,13350,POINT (-74.99074 43.02053),MOHAWK ST,430
Suffolk,CENTRAL ISLIP,NY,11722,POINT (-73.17808 40.79296),WINDSOR PLACE UNIT 8,46
Queens,SPRINGFIELD GARDEN,NY,11413,POINT (-73.73758 40.67509),MERRICK BLVD,232-04
Oswego,OSWEGO,NY,13126,POINT (-76.51791 43.45457),W BRIDGE ST,97-99
Kings,BROOKLYN,NY,11208,POINT (-73.88326 40.67377),PITKIN AVE. ST  01,2411
Kings,BROOKLYN,NY,11214,POINT (-73.99517 40.60754),20TH AVE,8022
Nassau,PORT WASHINGTON,NY,11050,POINT (-73.71464 40.84066),MANORHAVEN BLVD,147
Onondaga,SYRACUSE,NY,13210,POINT (-76.11897 43.03702),WESCOTT STREET,748
Monroe,ROCHESTER,NY,14620,POINT (-77.58297 43.14045),MONROE AVE,980
Schoharie,COBLESKILL,NY,12043,POINT (-74.50524 42.70219),STATE ROUTE 145,4953
Suffolk,MIDDLE ISLAND,NY,11953,POINT (-72.94163 40.88325),MIDDLE COUNTRY RD,813
Monroe,ROCHESTER,NY,14611,POINT (-77.63638 43.13033),GENESEE ST,1005
Cortland,CINCINNATUS,NY,13040,POINT (-75.90296 42.53821),ROUTE 26,2717
Kings,BROOKLYN,NY,11225,POINT (-73.96261 40.66345),FLATBUSH AVE,450
Westchester,NEW ROCHELLE,NY,10801,POINT (-73.78548 40.91712),NORTH AVE,435
Bronx,BRONX,NY,10457,POINT (-73.90046 40.85626),GRAND CONCOURSE,2236
Rockland,MONSEY,NY,10952,POINT (-74.07416 41.09304),SADDLE RIVER RD,320
Suffolk,YAPHANK,NY,11980,POINT (-72.95182 40.81282),SILLS RD,482
Wayne,SAVANNAH,NY,13146,POINT (-76.76431 43.06858),GRAND AVE BLDG 2,1604
Queens,SUNNYSIDE,NY,11104,POINT (-73.92314 40.74469),41ST STREET,43-46
Richmond,STATEN ISLAND,NY,10303,POINT (-74.16549 40.62676),FOREST AVE,2264
Bronx,BRONX,NY,10466,POINT (-73.85959 40.88941),WHITE PLAINS RD,4028
Kings,BROOKLYN,NY,11222,POINT (-73.95879 40.72701),WEST STREET,104
Orange,NEWBURGH,NY,12550,POINT (-74.07114 41.5271),S PLANK RD,209
Kings,BROOKLYN,NY,11224,POINT (-73.99891 40.57507),MERMAID AVE,3210
Delaware,WALTON,NY,13856,POINT (-75.10756 42.2537),FREER HOLLOW RD,1738
Kings,BROOKLYN,NY,11207,POINT (-73.90719 40.69016),WILSON ST,609
Erie,BUFFALO,NY,14211,POINT (-78.8367 42.90342),GENESEE ST,1126
Bronx,BRONX,NY,10461,POINT (-73.8477 40.84063),SAINT PETERS AVE,1567
Queens,JAMAICA,NY,11433,POINT (-73.78339 40.69646),MERRICK BLVD,10950
Kings,BROOKLYN,NY,11207,POINT (-73.90595 40.69177),KNICKERBOCKER AVE,854
New York,NEW YORK,NY,10032,POINT (-73.94408 40.83616),W 160TH STREET,600
Allegany,BELFAST,NY,14711,POINT (-78.185 42.30151),RTE 305,7973
Kings,BROOKLYN,NY,11209,POINT (-74.02285 40.62897),5TH AVE,7520
Westchester,MOUNT KISCO,NY,10549,POINT (-73.71974 41.21567),N BEDFORD RD,195A
Kings,BROOKLYN,NY,11215,POINT (-73.9864 40.66121),7TH AVE,510
New York,NEW YORK,NY,10001,POINT (-73.99873 40.75353),W 33RD ST,450
Richmond,STATEN ISLAND,NY,10302,POINT (-74.13566 40.62516),FOREST AVE,1398
Bronx,BRONX,NY,10460,POINT (-73.89067 40.83253),SOUTHERN BLVD,1460
Cortland,CORTLAND,NY,13045,POINT (-76.19063 42.59659),PROSPECT TERRACE,103
Kings,BROOKLYN,NY,11204,POINT (-73.98554 40.61634),65TH ST,2006
Westchester,PORT CHESTER,NY,10573,POINT (-73.66732 41.00255),WESTCHESTER AVE,216
Albany,ALBANY,NY,12206,POINT (-73.76553 42.66123),LEXINGTON AVE,70
Kings,BROOKLYN,NY,11231,POINT (-74.01086 40.67907),VAN BRUNT ST,285
Genesee,BATAVIA,NY,14020,POINT (-78.20589 43.00575),W MAIN STREET RD,4169
Suffolk,SMITHTOWN,NY,11787,POINT (-73.18822 40.85613),E MAIN STREET,138
Erie,ALDEN,NY,14004,POINT (-78.49176 42.90051),BROADWAY,13320
New York,NEW YORK,NY,10001,POINT (-74.00051 40.74761),9TH AVE,242
New York,NEW YORK,NY,10013,POINT (-73.99635 40.719),GRAND STREET,205
Suffolk,MIDDLE ISLAND,NY,11953,POINT (-72.96751 40.87768),MIDDLE COUNTRY RD,180
Queens,GLENDALE,NY,11385,POINT (-73.89004 40.69837),COOPER AVE,64-55
Albany,ALBANY,NY,12208,POINT (-73.77356 42.65356),NEW SCOTLAND AVE,16
Kings,BROOKLYN,NY,11237,POINT (-73.91343 40.69932),MYRTLE AVE,1500
Kings,BROOKLYN,NY,11206,POINT (-73.93778 40.69656),LEWIS AVE,40
Kings,BROOKLYN,NY,11234,POINT (-73.91784 40.62492),RALPH AVE,2185
Bronx,BRONX,NY,10472,POINT (-73.88011 40.82851),WESTCHESTER AVE,1498
Kings,BROOKLYN,NY,11218,POINT (-73.97941 40.64261),MCDONALD AVE,472
Erie,WILLIAMSVILLE,NY,14221,POINT (-78.69846 42.99344),TRANSIT RD,8270
Queens,ST ALBANS,NY,11412,POINT (-73.76656 40.70274),FARMERS BLVD,110-14
Bronx,BRONX,NY,10451,POINT (-73.92071 40.81687),E 149TH ST,323
Oneida,CLINTON,NY,13323,POINT (-75.35606 43.05001),BRIMFIELD ST,8023
Dutchess,MILLERTON,NY,12546,POINT (-73.5056 41.95302),MAIN ST PO BOX 230,97
Queens,CORONA,NY,11368,POINT (-73.8631 40.75261),104TH ST,37-29
Suffolk,PATCHOGUE,NY,11772,POINT (-73.01156 40.7598),CARMEN STREET,15
Dutchess,BEACON,NY,12508,POINT (-73.97349 41.51874),ROUTE 9D,1314
Queens,WOODHAVEN,NY,11421,POINT (-73.86422 40.6918),JAMAICA AVE,77-15
Kings,BROOKLYN,NY,11231,POINT (-73.99921 40.68453),HENRY ST,486
Nassau,LYNBROOK,NY,11563,POINT (-73.68628 40.66135),MERRICK ROAD,659
Westchester,NEW ROCHELLE,NY,10801,POINT (-73.78576 40.90613),MAIN ST,622B
Kings,BROOKLYN,NY,11239,POINT (-73.88181 40.64778),PENNSYLVANIA AVE,1380
Kings,BROOKLYN,NY,11213,POINT (-73.93929 40.67077),ALBANY AVENUE,278
Oswego,FULTON,NY,13069,POINT (-76.3046 43.40805),COUNTY ROUTE 4,2437
Queens,FOREST HILLS,NY,11375,POINT (-73.85314 40.71084),METROPOLITAN AVENUE,10001
Kings,BROOKLYN,NY,11204,POINT (-73.98282 40.61248),BAY PKWY,6710
Kings,BROOKLYN,NY,11237,POINT (-73.91503 40.70171),WYCKOFF AVENUE,198
Richmond,STATEN ISLAND,NY,10307,POINT (-74.24137 40.51112),AMBOY RD,7323
Niagara,NIAGARA FALLS,NY,14301,POINT (-79.04846 43.09508),PINE AVE,1202
Kings,BROOKLYN,NY,11211,POINT (-73.95707 40.71233),HAVEMEYER ST,130
Kings,BROOKLYN,NY,11223,POINT (-73.98293 40.60552),QUENTIN RD,97
Tompkins,ITHACA,NY,14850,POINT (-76.50843 42.44077),N MEADOW ST,214
Jefferson,ALEXANDRIA BAY,NY,13607,POINT (-75.91497 44.33155),NYS RT 12,21
Kings,BROOKLYN,NY,11226,POINT (-73.96422 40.6413),CORTELYOU RD,1510
Erie,BUFFALO,NY,14218,POINT (-78.84239 42.82576),HOLLAND AVE,39
Queens,ELMHURST,NY,11373,POINT (-73.8743 40.7434),43RD AVE,91-04
Kings,BROOKLYN,NY,11223,POINT (-73.97251 40.59705),AVENUE U,311
Kings,BROOKLYN,NY,11218,POINT (-73.97005 40.64364),CONEY ISLAND AVE,560
Nassau,VALLEY STREAM,NY,11581,POINT (-73.69118 40.65779),E SUNRISE HWY,192
Erie,BUFFALO,NY,14213,POINT (-78.89557 42.91516),W FERRY ST,163
Genesee,BATAVIA,NY,14020,POINT (-78.17133 42.99595),E MAIN ST,505
Westchester,MOUNT VERNON,NY,10550,POINT (-73.83619 40.9093),S 4TH AVE,74
Steuben,ATLANTA,NY,14808,POINT (-77.46602 42.56111),UNIVERSITY AVE,2
Onondaga,SYRACUSE,NY,13202,POINT (-76.14429 43.04494),PRESIDENTIAL PLAZA STE 107,60
Queens,RICHMOND HILL,NY,11418,POINT (-73.83492 40.6923),111TH STREET,9183
Essex,ELIZABETHTOWN,NY,12932,POINT (-73.66846 44.2138),NYS RT 9N,9216
Kings,BROOKLYN,NY,11234,POINT (-73.91929 40.63161),FLATLANDS AVE,5912
Kings,BROOKLYN,NY,11222,POINT (-73.94545 40.72742),NORMAN AVE,207
Dutchess,POUGHKEEPSIE,NY,12601,POINT (-73.92286 41.70196),MAIN ST,412
Dutchess,WAPPINGERS FALLS,NY,12590,POINT (-73.91957 41.5922),SOUTH AVE,2558
Broome,ENDICOTT,NY,13760,POINT (-76.0711 42.10988),1/2 UNION CENTER MAINE HWY,1003
Kings,BROOKLYN,NY,11207,POINT (-73.90595 40.69177),KNICKERBOCKER AVE,847
Kings,BROOKLYN,NY,11212,POINT (-73.91279 40.65892),HERZL STREET,448
Nassau,LONG BEACH,NY,11561,POINT (-73.66335 40.58866),EAST PARK AVENUE,23
Queens,WOODSIDE,NY,11377,POINT (-73.91186 40.74436),ROOSEVELT AVE,52-22
Erie,CHEEKTOWAGA,NY,14227,POINT (-78.75383 42.8814),UNION RD,2561
Schenectady,GLENVILLE,NY,12302,POINT (-73.93094 42.87015),SARATOGA RD RT 50,262
Albany,ALBANY,NY,12206,POINT (-73.7724 42.6647),CENTRAL AVE,309
Westchester,BRONXVILLE,NY,10708,POINT (-73.83788 40.94144),PALMER AVE,20
Ulster,KINGSTON,NY,12401,POINT (-74.00133 41.94005),ALBANY AVE,420
Kings,BROOKLYN,NY,11203,POINT (-73.93407 40.66258),E NEW YORK AVE,854
Jefferson,WATERTOWN,NY,13601,POINT (-75.91608 43.97632),ARSENAL STREET,262
Bronx,BRONX,NY,10456,POINT (-73.91722 40.82977),GRANT AVE,1040
Livingston,LAKEVILLE,NY,14480,POINT (-77.69925 42.8348),BIG TREE RD,5901
Kings,BROOKLYN,NY,11229,POINT (-73.95531 40.59491),GRAVESEND NECK RD,1507
Sullivan,LIBERTY,NY,12754,POINT (-74.74519 41.79888),SOUTH MAIN STREET,42
Westchester,MOUNT KISCO,NY,10549,POINT (-73.72006 41.21496),N BEDFORD RD,192
Queens,MASPETH,NY,11378,POINT (-73.9043 40.72138),61ST STREET,57-57
New York,NEW YORK,NY,10075,POINT (-73.95478 40.77371),2ND AVE,1524
Queens,EAST ELMHURST,NY,11370,POINT (-73.8911 40.76259),25TH AVE,77-19
Kings,BROOKLYN,NY,11220,POINT (-74.00737 40.63757),8TH AVE,5605
Richmond,STATEN ISLAND,NY,10302,POINT (-74.13499 40.63568),PORT RICHMOND AVE,228
Schoharie,RICHMONDVILLE,NY,12149,POINT (-74.55296 42.63617),MAIN STREET,393
Ulster,KINGSTON,NY,12401,POINT (-73.99418 41.95145),ULSTER AVE,784
Rockland,PEARL RIVER,NY,10965,POINT (-74.01213 41.06076),N. MIDDLETOWN RD,26
Chemung,ELMIRA,NY,14904,POINT (-76.81283 42.07429),BROADWAY,502
Clinton,MOOERS,NY,12958,POINT (-73.59764 44.96014),STATE ROUTE 11,2593
Kings,BROOKLYN,NY,11217,POINT (-73.9765 40.68712),FULTON ST,721
Schenectady,SCHENECTADY,NY,12308,POINT (-73.91785 42.83424),VAN VRANKEN AVE,2337
Kings,BROOKLYN,NY,11210,POINT (-73.94775 40.63364),NOSTRAND AVE,2122
Cayuga,WEEDSPORT,NY,13166,POINT (-76.55643 43.05569),NYS RT 31,2783
Albany,DELMAR,NY,12054,POINT (-73.81973 42.62698),DELAWARE AVE,242
New York,NEW YORK,NY,10012,POINT (-73.99168 40.7267),BOWERY,352
Nassau,HICKSVILLE,NY,11801,POINT (-73.51696 40.77277),BETHPAGE RD,5
Monroe,ROCHESTER,NY,14605,POINT (-77.58364 43.16843),CENTRAL PARK,421
Onondaga,EAST SYRACUSE,NY,13057,POINT (-76.0418 43.06092),FISHER RD BLD 3 UNIT2,5869
Nassau,ELMONT,NY,11003,POINT (-73.69073 40.69987),MEACHAM AVE  A,300
Bronx,BRONX,NY,10457,POINT (-73.89939 40.83944),EAST 172ND ST,551
Clinton,PLATTSBURGH,NY,12901,POINT (-73.52721 44.69581),RT 3,821
Onondaga,ELBRIDGE,NY,13060,POINT (-76.44899 43.03433),W MAIN ST,100-112
Kings,BROOKLYN,NY,11229,POINT (-73.95846 40.59861),AVENUE U,1247
Kings,BROOKLYN,NY,11203,POINT (-73.93017 40.6497),UTICA AVE,952
Bronx,BRONX,NY,10457,POINT (-73.8949 40.84647),EAST TREMONT AVENUE,559
Genesee,BATAVIA,NY,14020,POINT (-78.17327 43.004192),NORTH ST.,301
Kings,BROOKLYN,NY,11223,POINT (-73.96808 40.59077),AVENUE X,397
Monroe,ROCHESTER,NY,14608,POINT (-77.62668 43.16464),LYELL AVE.,98
Queens,REGO PARK,NY,11374,POINT (-73.86187 40.72974),QUEENS BLVD,96-42
Niagara,NORTH TONAWANDA,NY,14120,POINT (-78.8622 43.03577),DIVISION ST,459
Bronx,BRONX,NY,10473,POINT (-73.84809 40.82062),CASTLE HILL AVE,668
Kings,BROOKLYN,NY,11235,POINT (-73.94023 40.59194),NOSTRAND AVE,3771
Onondaga,SYRACUSE,NY,13210,POINT (-76.12572 43.04993),ERIE BLVD E,1449
Suffolk,E PATCHOGUE,NY,11772,POINT (-72.9595 40.77131),MONTAUK HWY,1414C
Kings,BROOKLYN,NY,11214,POINT (-73.99913 40.6103),18TH AVE,8008
Schenectady,SCHENECTADY,NY,12304,POINT (-73.91061 42.78257),ALBANY ST,2571
Cayuga,AUBURN,NY,13021,POINT (-76.56633 42.93473),NORTH ST,68
Queens,ROCKAWAY PARK,NY,11694,POINT (-73.8348 40.58279),BEACH CHANNEL DR,112-15
Erie,BUFFALO,NY,14221,POINT (-78.69629 42.95985),TRANSIT RD UNIT 2,4125
Suffolk,WEST ISLIP,NY,11795,POINT (-73.30579 40.71966),SUNRISE HWY SUITE G,187
Erie,BUFFALO,NY,14201,POINT (-78.88902 42.89795),NIAGARA ST,517
Cayuga,MORAVIA,NY,13118,POINT (-76.42151 42.71201),MAIN ST,130
Suffolk,MEDFORD,NY,11763,POINT (-73.00564 40.79901),J RTE 112,1699
Saratoga,SARATOGA SPRINGS,NY,12866,POINT (-73.75056 43.10316),OLD GICK RD,16
Bronx,BRONX,NY,10456,POINT (-73.90343 40.83515),3RD AVE. STORE  8,3706
New York,NEW YORK,NY,10027,POINT (-73.94559 40.8126),7TH AVE,2215
Queens,FAR ROCKAWAY,NY,11691,POINT (-73.75105 40.60593),CENTRAL AVE,1435
Queens,RIDGEWOOD,NY,11385,POINT (-73.88714 40.70142),MYRTLE AVE,66-29
Nassau,PLAINVIEW,NY,11803,POINT (-73.4739 40.77581),OLD COUNTRY RD MORTON VIL PZ,1026
Kings,BROOKLYN,NY,11229,POINT (-73.95846 40.60867),KINGS HWY,1426
Queens,JACKSON HEIGHTS,NY,11372,POINT (-73.88597 40.74957),37TH AVE,80-04
Suffolk,EAST FARMINGDALE,NY,11735,POINT (-73.4338 40.7251),FULTON ST,1003
Orange,CAMPBELL HALL,NY,10916,POINT (-74.27154 41.42281),PURGATORY RD,255
Kings,BROOKLYN,NY,11221,POINT (-73.91694 40.69571),WILSON AVENUE,338
Greene,WEST COXSACKIE,NY,12192,POINT (-73.83155 42.36341),US 9W,11849
Cortland,PREBLE,NY,13141,POINT (-76.24711 42.83062),W VALLEY RD,1335
Nassau,NEW HYDE PARK,NY,11040,POINT (-73.65941 40.75303),HILLSIDE AVE,3350
Jefferson,WATERTOWN,NY,13601,POINT (-75.94583 43.97615),ARSENAL ST,1268
Westchester,HARTSDALE,NY,10530,POINT (-73.79016 41.02862),N CENTRAL AVE,413
Warren,QUEENSBURY,NY,12804,POINT (-73.66123 43.33263),GLENWOOD AVE,60
Queens,JACKSON HEIGHTS,NY,11372,POINT (-73.89093 40.7473),37TH RD,74-12
Kings,BROOKLYN,NY,11223,POINT (-73.97943 40.59324),86TH ST,2795
New York,NEW YORK,NY,10003,POINT (-73.98863 40.72731),2ND AVE,102
Suffolk,HUNTINGTON STATION,NY,11746,POINT (-73.37125 40.8355),E JERICHO TPKE,1054
Kings,BROOKLYN,NY,11223,POINT (-73.97524 40.59677),AVENUE U,246
Bronx,BRONX,NY,10456,POINT (-73.90614 40.81837),FOREST AVE,751
Dutchess,PAWLING,NY,12564,POINT (-73.60063 41.56337),MEMORIAL AVE,29
Erie,BUFFALO,NY,14221,POINT (-78.69731 42.96529),MAIN STREET,6875
Nassau,OCEANSIDE,NY,11572,POINT (-73.63403 40.6437),OCEANSIDE ROAD,2735
Bronx,BRONX,NY,10473,POINT (-73.85541 40.80968),SOUNDVIEW AVENUE,210
New York,NEW YORK,NY,10009,POINT (-73.98361 40.72921),E 11TH ST,402
Monroe,PITTSFORD,NY,14534,POINT (-77.47583 43.06093),PITTSFORD VICTOR RD,690
Broome,BINGHAMTON,NY,13901,POINT (-75.90847 42.09949),COURT ST,144
Ulster,WOODSTOCK,NY,12498,POINT (-74.13949 42.04045),TINKER ST,217
Ontario,FARMINGTON,NY,14425,POINT (-77.35518 42.97509),ROUTE 332,1259
Queens,WOODHAVEN,NY,11421,POINT (-73.86132 40.68857),80TH STREET,89-01
Rensselaer,TROY,NY,12180,POINT (-73.68302 42.74568),5TH AVE UNIT 2,2810
Queens,SUNNYSIDE,NY,11104,POINT (-73.9249 40.74183),47TH AVE,39-39
Queens,WHITESTONE,NY,11357,POINT (-73.81386 40.78896),150 STREET,12-65
Kings,BROOKLYN,NY,11215,POINT (-73.97729 40.67202),7TH AVENUE,162
Kings,BROOKLYN,NY,11207,POINT (-73.89975 40.66391),LIVONIA AVE,479
Chemung,ELMIRA,NY,14904,POINT (-76.79682 42.08474),MAPLE AVE,361
Westchester,YONKERS,NY,10705,POINT (-73.89689 40.91546),S BROADWAY,517
Clinton,PLATTSBURGH,NY,12901,POINT (-73.48773 44.69588),CONSUMER SQ,25
Richmond,STATEN ISLAND,NY,10306,POINT (-74.11654 40.57379),NEW DORP PLAZA SOUTH,38
Bronx,BRONX,NY,10459,POINT (-73.89019 40.82661),W FARMS RD,1131
Kings,BROOKLYN,NY,11207,POINT (-73.88471 40.65921),VAN SICLEN AVE,845
Orange,MIDDLETOWN,NY,10940,POINT (-74.39646 41.45435),LLOYDS LANE,20
Queens,LAURELTON,NY,11413,POINT (-73.74276 40.67694),MERRICK BLVD,227-01
Suffolk,SAG HARBOR,NY,11963,POINT (-72.2954 40.99993),MAIN ST,103
Bronx,BRONX,NY,10474,POINT (-73.88945 40.8112),CASANOVA STREET,548
Erie,WEST SENECA,NY,14224,POINT (-78.78358 42.83378),ORCHARD PARK RD,355
Schenectady,NISKAYUNA,NY,12309,POINT (-73.89071 42.8154),NOTT ST E,2333
Ontario,CANANDAIGUA,NY,14424,POINT (-77.29267 42.90596),NORTH RD,5150
Kings,BROOKLYN,NY,11218,POINT (-73.97839 40.64353),E 2ND STREET,326
Columbia,HUDSON,NY,12534,POINT (-73.72427 42.27209),RT 66,811
Nassau,VALLEY STREAM,NY,11580,POINT (-73.70812 40.66903),N CENTRAL AVE,44
New York,NEW YORK,NY,10030,POINT (-73.93807 40.81868),W 142ND STREET,100
Kings,BROOKLYN,NY,11235,POINT (-73.93483 40.58408),EMMONS AVE,3119
Kings,BROOKLYN,NY,11223,POINT (-73.98182 40.60535),KINGS HIGHWAY,239
Niagara,NIAGARA FALLS,NY,14304,POINT (-78.97619 43.09848),MILITARY RD. UNIT 114,1774
New York,NEW YORK,NY,10027,POINT (-73.95671 40.81769),BROADWAY,3260
Queens,MIDDLE VILLAGE,NY,11379,POINT (-73.87568 40.70745),75TH STREET,69-80
Erie,DERBY,NY,14047,POINT (-78.9885 42.69666),ERIE RD,6939
Yates,PENN YAN,NY,14527,POINT (-77.03742 42.57523),ST ROUTE 14A,3900
New York,NEW YORK,NY,10037,POINT (-73.9396 40.81595),LENOX AVE,551
Queens,RIDGEWOOD,NY,11385,POINT (-73.89865 40.70052),MYRTLE AVE,59-30
Suffolk,CALVERTON,NY,11933,POINT (-72.78662 40.92816),MIDDLE COUNTRY RD,4603
Queens,FLUSHING,NY,11367,POINT (-73.82493 40.73239),MAIN ST,68-34
Kings,BROOKLYN,NY,11201,POINT (-73.98481 40.69217),WILLOUGHBY STREET - NIMBUS KI,100
Suffolk,GREENLAWN,NY,11740,POINT (-73.36438 40.86681),BROADWAY,89
Kings,BROOKLYN,NY,11207,POINT (-73.88693 40.66454),NEW LOTS AVE,595
Ulster,KINGSTON,NY,12401,POINT (-73.98762 41.95969),MIRON LANE,801
Ulster,WAWARSING,NY,12489,POINT (-74.34542 41.76325),ROUTE 209,6924
Orange,FLORIDA,NY,10921,POINT (-74.35923 41.33726),MEADOW RD  115,1
Oneida,DEANSBORO,NY,13328,POINT (-75.42921 42.99283),STATE ROUTE 12B,2666
New York,NEW YORK,NY,10018,POINT (-73.98621 40.75196),AVENUE OF THE AMERICAS,1017
New York,NEW YORK,NY,10016,POINT (-73.97613 40.74845),3RD AVE,578
Queens,FRESH MEADOWS,NY,11366,POINT (-73.78981 40.72643),UNION TPKE,178-03
Erie,BUFFALO,NY,14216,POINT (-78.86465 42.94778),HERTEL AVE,1175
New York,NEW YORK,NY,10035,POINT (-73.93182 40.79538),E 117TH ST SUITE 201,517
Kings,BROOKLYN,NY,11219,POINT (-73.99467 40.63717),NEW UTRECHT AVE,4809
Kings,BROOKLYN,NY,11226,POINT (-73.96094 40.64969),OCEAN AVENUE,533
New York,NEW YORK,NY,10040,POINT (-73.92782 40.86463),THAYER STREET,100
Suffolk,BRENTWOOD,NY,11717,POINT (-73.25924 40.77781),SUFFOLK AVE,400
Essex,TICONDEROGA,NY,12883,POINT (-73.43798 43.8587),NYS RT 9N,1162
Richmond,STATEN ISLAND,NY,10305,POINT (-74.068 40.61734),BAY ST,1071
Orange,NEWBURGH,NY,12550,POINT (-74.03185 41.52395),N PLANK RD,59
Westchester,WHITE PLAINS,NY,10607,POINT (-73.80709 41.03888),KNOLLWOOD RD,103
Bronx,BRONX,NY,10458,POINT (-73.89026 40.86254),WEBSTER AVE,2573
Suffolk,AMAGANSETT,NY,11930,POINT (-72.14125 40.97375),AMAGANSETT SQUARE DR,8
Richmond,STATEN ISLAND,NY,10306,POINT (-74.12734 40.56474),GUYON AVE,101
Bronx,BRONX,NY,10458,POINT (-73.89646 40.85813),TIEBOUT AVE,2350
Bronx,BRONX,NY,10458,POINT (-73.89118 40.86159),E FORDHAM RD,406
Bronx,BRONX,NY,10474,POINT (-73.88739 40.81603),HUNTS POINT AVENUE,772
Queens,QUEENS VILLAGE,NY,11429,POINT (-73.7396 40.70585),SPRINGFIELD BLVD,111-28
Kings,BROOKLYN,NY,11230,POINT (-73.97264 40.62947),FOSTER AVE,506
Monroe,FAIRPORT,NY,14450,POINT (-77.44347 43.0706),MOSELEY RD,595
Kings,BROOKLYN,NY,11201,POINT (-73.98711 40.69135),FULTON ST,386
Kings,BROOKLYN,NY,11229,POINT (-73.95266 40.59952),E 19TH ST,2081
Rensselaer,TROY,NY,12180,POINT (-73.68954 42.68135),NORTH GREENBUSH RD,250
Queens,FAR ROCKAWAY,NY,11693,POINT (-73.81232 40.58742),ROCKAWAY BEACH BLVD,8704
Cattaraugus,STEAMBURG,NY,14783,POINT (-78.90367 42.10815),RT 394 BOX 151,2565
Richmond,STATEN ISLAND,NY,10304,POINT (-74.07613 40.63168),BAY STREET,425
New York,NEW YORK,NY,10039,POINT (-73.93816 40.82799),8TH AVE,2890
Kings,BROOKLYN,NY,11233,POINT (-73.92285 40.68361),RALPH AVE,182
Tompkins,ITHACA,NY,14850,POINT (-76.46468 42.43657),PINETREE RD,301
